Risk_Item_ID,Year,Historical_Yield
5838,1994,-9999
5838,1995,-9999
5838,1996,-9999
5838,1997,-9999
5838,1998,-9999
5838,1999,-9999
5838,2000,-9999
5838,2001,-9999
5838,2002,-9999
5838,2003,-9999
5838,2004,-9999
5838,2005,-9999
5838,2006,-9999
5838,2007,-9999
5838,2008,-9999
5838,2009,-9999
5838,2010,-9999
5838,2011,-9999
5838,2012,-9999
5838,2013,-9999
5840,1969,-9999
5840,1970,-9999
5840,1971,-9999
5840,1972,-9999
5840,1973,-9999
5840,1974,-9999
5840,1975,-9999
5840,1976,-9999
5840,1977,-9999
5840,1978,-9999
5840,1979,-9999
5840,1980,-9999
5840,1981,-9999
5840,1982,-9999
5840,1983,-9999
5840,1984,-9999
5840,1985,-9999
5840,1986,-9999
5840,1987,-9999
5840,1988,-9999
5840,1989,-9999
5840,1990,-9999
5840,1991,-9999
5840,1992,-9999
5840,1993,-9999
5840,1994,-9999
5840,1995,-9999
5840,1996,-9999
5840,1997,-9999
5840,1998,-9999
5840,1999,2.1088571428570702
5840,2000,1.6428701298700501
5840,2001,2.0668831168830502
5840,2002,1.95489610389605
5840,2003,2.34090909090903
5840,2004,1.6049220779220299
5840,2005,1.8989350649350401
5840,2006,2.53794805194801
5840,2007,3.9609610389610199
5840,2008,1.9809740259739901
5840,2009,1.740987012987
5840,2010,-9999
5840,2011,-9999
5840,2012,-9999
5840,2013,-9999
5843,1969,-9999
5843,1970,-9999
5843,1971,-9999
5843,1972,-9999
5843,1973,-9999
5843,1974,-9999
5843,1975,-9999
5843,1976,-9999
5843,1977,-9999
5843,1978,-9999
5843,1979,-9999
5843,1980,-9999
5843,1981,-9999
5843,1982,-9999
5843,1983,-9999
5843,1984,-9999
5843,1985,-9999
5843,1986,-9999
5843,1987,-9999
5843,1988,-9999
5843,1989,-9999
5843,1990,-9999
5843,1991,-9999
5843,1992,-9999
5843,1993,-9999
5843,1994,-9999
5843,1995,-9999
5843,1996,-9999
5843,1997,-9999
5843,1998,1
5843,1999,-9999
5822,2003,-9999
5822,2004,-9999
5822,2005,-9999
5822,2006,-9999
5822,2007,-9999
5822,2008,-9999
5822,2009,-9999
5822,2010,-9999
5822,2011,-9999
